customer_id,age,income,is_business,home_city
CU00096,30,35334.0,0,MIA
CU00097,36,87022.0,0,BOS
CU00098,38,74475.0,0,BOS
CU00099,41,39488.0,0,BOS
CU00100,64,76686.0,0,NYC
CU00101,35,58027.0,1,CHI
CU00102,56,48089.0,0,NYC
CU00103,18,71278.0,0,NYC
CU00104,18,45623.0,0,MIA
CU00105,62,73438.0,0,MIA
CU00106,27,50606.0,1,LAX
CU00107,34,58189.0,0,MIA
CU00108,35,61116.0,0,LAX
CU00109,22,93161.0,0,NYC
CU00110,59,38633.0,0,BOS
CU00111,39,50360.0,0,MIA
CU00112,60,90799.0,1,LAX
CU00113,19,45127.0,0,MIA
CU00114,61,59820.0,0,CHI
CU00115,48,81775.0,1,MIA
CU00116,62,25000.0,0,BOS
CU00117,61,34236.0,0,CHI
CU00118,22,96209.0,0,MIA
CU00119,62,43107.0,0,NYC
CU00120,66,81351.0,1,NYC
CU00121,55,31644.0,0,NYC
CU00122,22,25000.0,0,MIA
CU00123,33,28504.0,0,CHI
CU00124,53,44706.0,1,MIA
CU00125,44,67931.0,0,NYC
CU00126,50,81187.0,0,LAX
CU00127,66,72693.0,0,NYC
CU00128,60,45393.0,0,NYC
CU00129,38,49455.0,0,BOS
CU00130,28,66973.0,1,CHI
CU00131,61,72508.0,0,LAX
CU00132,54,84356.0,1,CHI
CU00133,45,81311.0,1,BOS
CU00134,57,51944.0,0,BOS
CU00135,59,48152.0,0,CHI
CU00136,34,58620.0,0,NYC
CU00137,64,100983.0,1,NYC
CU00138,51,89770.0,0,LAX
CU00139,49,74426.0,0,MIA
CU00140,47,43338.0,0,LAX
CU00141,23,39606.0,0,LAX
CU00142,55,58493.0,0,BOS
CU00143,35,39162.0,0,BOS
CU00144,33,47693.0,0,NYC
CU00145,26,77840.0,0,BOS
CU00146,59,50140.0,0,MIA
CU00147,68,25000.0,0,LAX
CU00148,28,49190.0,0,NYC
CU00149,59,25000.0,0,CHI
CU00150,31,25000.0,0,CHI
CU00151,21,89031.0,0,BOS
CU00152,29,47423.0,0,MIA
CU00153,53,56552.0,0,MIA
CU00154,21,51434.0,0,MIA
CU00155,55,72443.0,0,CHI
CU00156,53,62404.0,1,BOS
CU00157,38,61576.0,0,NYC
CU00158,67,28390.0,0,NYC
CU00159,21,50747.0,0,LAX
CU00160,43,47577.0,0,MIA
CU00161,32,62948.0,0,NYC
CU00162,20,53274.0,0,BOS
CU00163,37,51758.0,0,LAX
CU00164,64,61383.0,1,MIA
CU00165,52,61854.0,0,BOS
CU00166,28,58571.0,0,NYC
CU00167,42,53930.0,0,BOS
CU00168,41,45698.0,0,LAX
CU00169,44,62371.0,0,LAX
CU00170,28,43007.0,1,CHI
CU00171,32,110566.0,0,NYC
CU00172,21,44378.0,1,BOS
CU00173,44,44099.0,1,NYC
CU00174,38,42162.0,0,NYC
CU00175,40,25000.0,0,LAX
CU00176,51,49271.0,0,MIA
CU00177,68,63758.0,0,NYC
CU00178,45,90927.0,1,MIA
CU00179,35,49064.0,0,CHI
CU00180,49,72101.0,0,CHI
CU00181,54,90716.0,1,NYC
CU00182,51,82068.0,1,MIA
CU00183,27,82877.0,0,CHI
CU00184,18,72549.0,0,CHI
CU00185,18,68017.0,1,NYC
CU00186,60,38894.0,0,MIA
CU00187,18,36460.0,0,MIA
CU00188,49,48665.0,0,CHI
CU00189,25,38381.0,1,NYC
CU00190,68,56839.0,0,LAX
CU00191,34,80752.0,0,LAX
CU00192,25,56573.0,0,CHI
CU00193,48,55340.0,0,BOS
CU00194,33,44103.0,0,MIA
CU00195,56,25000.0,1,MIA
CU00196,40,55259.0,0,MIA
CU00197,38,59841.0,1,MIA
CU00198,44,55219.0,0,LAX
CU00199,59,69734.0,0,LAX
CU00200,39,59408.0,0,MIA
CU00201,20,91316.0,0,NYC
CU00202,36,71964.0,0,CHI
CU00203,18,46364.0,0,LAX
CU00204,32,82431.0,1,MIA
CU00205,60,51723.0,0,MIA
CU00206,48,72095.0,0,LAX
CU00207,19,87657.0,0,LAX
CU00208,59,65958.0,0,CHI
CU00209,48,56012.0,0,LAX
CU00210,46,75264.0,0,LAX
CU00211,40,63987.0,0,NYC
CU00212,25,34673.0,1,BOS
CU00213,42,47538.0,0,BOS
CU00214,42,38161.0,0,LAX
CU00215,22,51186.0,0,BOS
CU00216,62,66175.0,1,CHI
CU00217,48,60875.0,0,BOS
CU00218,42,54047.0,1,CHI
CU00219,56,29694.0,1,MIA
CU00220,39,73263.0,0,NYC
CU00221,67,58177.0,0,MIA
CU00222,45,34529.0,0,BOS
CU00223,58,38245.0,0,MIA
CU00224,58,25000.0,0,CHI
CU00225,46,116417.0,0,LAX
CU00226,56,85320.0,1,LAX
CU00227,55,51728.0,0,CHI
CU00228,63,49668.0,0,NYC
CU00229,67,82909.0,1,BOS
CU00230,64,101355.0,0,CHI
CU00231,35,96485.0,0,MIA
CU00232,43,86985.0,1,NYC
CU00233,64,63756.0,0,BOS
CU00234,66,79534.0,0,BOS
CU00235,46,94960.0,1,CHI
CU00236,48,74875.0,0,NYC
CU00237,43,83953.0,1,CHI
CU00238,51,49236.0,1,LAX
CU00239,66,51263.0,0,CHI
CU00240,31,78480.0,0,NYC
CU00241,49,32622.0,0,NYC
CU00242,25,48136.0,0,LAX
CU00243,24,48160.0,0,BOS
CU00244,51,53953.0,0,CHI
CU00245,66,67815.0,1,MIA
CU00246,26,77720.0,0,MIA
CU00247,67,67458.0,0,LAX
CU00248,41,49105.0,1,LAX
CU00249,19,55912.0,0,BOS
CU00250,48,78682.0,0,LAX
CU00251,67,40102.0,0,CHI
CU00252,57,72448.0,1,MIA
CU00253,33,25241.0,0,NYC
CU00254,40,67248.0,0,BOS
CU00255,25,68182.0,0,MIA
CU00256,60,64559.0,0,NYC
CU00257,60,55617.0,0,LAX
CU00258,36,41961.0,0,CHI
CU00259,42,61518.0,0,MIA
CU00260,51,81458.0,1,LAX
CU00261,39,36937.0,0,NYC
CU00262,44,65992.0,0,MIA
CU00263,63,78156.0,0,NYC
CU00264,34,26928.0,0,LAX
CU00265,44,81535.0,1,LAX
CU00266,34,79816.0,0,LAX
CU00267,63,72464.0,0,NYC
CU00268,40,62190.0,0,MIA
CU00269,29,40528.0,0,NYC
CU00270,18,65403.0,0,LAX
CU00271,40,85679.0,1,NYC
CU00272,31,54882.0,1,LAX
CU00273,40,54362.0,0,NYC
CU00274,63,46337.0,0,NYC
CU00275,32,36245.0,0,CHI
CU00276,18,76014.0,0,MIA
CU00277,32,44923.0,1,CHI
CU00278,31,61625.0,1,BOS
CU00279,39,75405.0,0,LAX
CU00280,62,50224.0,0,MIA
CU00281,33,27703.0,1,MIA
CU00282,38,42752.0,1,CHI
CU00283,53,28605.0,0,NYC
CU00284,41,53319.0,0,CHI
CU00285,41,38449.0,0,LAX
CU00286,28,33565.0,1,CHI
CU00287,40,72792.0,0,BOS
CU00288,22,73720.0,0,MIA
CU00289,58,51335.0,0,LAX
CU00290,45,39415.0,1,BOS
CU00291,69,51022.0,0,MIA
CU00292,49,33992.0,0,LAX
CU00293,25,25000.0,0,BOS
CU00294,26,47481.0,0,BOS
CU00295,24,91492.0,0,MIA
CU00296,54,46540.0,0,CHI
CU00297,69,61908.0,0,MIA
CU00298,27,25000.0,0,CHI
CU00299,38,65194.0,0,BOS
CU00300,29,58761.0,0,NYC
CU00301,28,57264.0,0,BOS
CU00302,69,71391.0,1,MIA
CU00303,31,71872.0,0,NYC
CU00304,20,74190.0,0,BOS
CU00305,25,60287.0,0,NYC
CU00306,19,75923.0,0,NYC
CU00307,30,67726.0,0,LAX
CU00308,60,58646.0,0,CHI
CU00309,63,99254.0,1,LAX
CU00310,19,77608.0,1,BOS
CU00311,60,56362.0,0,NYC
CU00312,39,65036.0,1,LAX
CU00313,37,55469.0,0,MIA
CU00314,28,47002.0,0,MIA
CU00315,42,60635.0,0,MIA
CU00316,45,63056.0,1,CHI
CU00317,56,72936.0,1,NYC
CU00318,34,38742.0,0,MIA
CU00319,69,71157.0,0,NYC
CU00320,18,58045.0,0,CHI
CU00321,38,45348.0,0,NYC
CU00322,66,58346.0,1,LAX
CU00323,35,75668.0,0,CHI
CU00324,36,61897.0,0,CHI
CU00325,45,64684.0,0,NYC
CU00326,44,35670.0,0,CHI
CU00327,35,59380.0,0,LAX
CU00328,53,57921.0,1,LAX
CU00329,42,82183.0,1,BOS
CU00330,67,61315.0,0,CHI
CU00331,33,25000.0,0,BOS
CU00332,34,74561.0,0,BOS
CU00333,21,46443.0,0,NYC
CU00334,24,51857.0,0,LAX
CU00335,33,57121.0,0,NYC
CU00336,48,77300.0,1,CHI
CU00337,40,79641.0,0,BOS
CU00338,36,47691.0,1,LAX
CU00339,56,75623.0,1,MIA
CU00340,45,28336.0,0,LAX
CU00341,29,47491.0,1,CHI
CU00342,63,67226.0,0,LAX
CU00343,25,36066.0,0,MIA
CU00344,32,45518.0,1,NYC
CU00345,31,46768.0,0,NYC
CU00346,22,62071.0,0,LAX
CU00347,68,63560.0,0,BOS
CU00348,33,97312.0,0,NYC
CU00349,46,98696.0,0,LAX
CU00350,46,74904.0,0,CHI
CU00351,52,67882.0,1,MIA
CU00352,54,58767.0,0,MIA
CU00353,43,83616.0,1,CHI
CU00354,20,61616.0,0,LAX
CU00355,28,41272.0,0,BOS
CU00356,24,63325.0,0,NYC
CU00357,41,44641.0,0,LAX
CU00358,33,69412.0,0,CHI
CU00359,41,59599.0,0,BOS
CU00360,31,45420.0,1,LAX
CU00361,30,74322.0,0,LAX
CU00362,25,76357.0,0,LAX
CU00363,29,53029.0,0,CHI
CU00364,33,42552.0,0,MIA
CU00365,32,35481.0,0,CHI
CU00366,25,37107.0,0,BOS
CU00367,67,62804.0,0,CHI
CU00368,27,52561.0,0,NYC
CU00369,41,41407.0,0,LAX
CU00370,36,57063.0,1,NYC
CU00371,44,50581.0,0,NYC
CU00372,50,97266.0,1,NYC
CU00373,25,25000.0,0,LAX
CU00374,29,40251.0,1,NYC
CU00375,26,46724.0,0,MIA
CU00376,58,36888.0,0,NYC
CU00377,34,30741.0,0,BOS
CU00378,49,66515.0,0,BOS
CU00379,36,81954.0,0,BOS
CU00380,27,89332.0,1,CHI
CU00381,20,81182.0,0,BOS
CU00382,25,66170.0,0,BOS
CU00383,31,85734.0,1,NYC
CU00384,39,68310.0,0,NYC
CU00385,69,83841.0,1,LAX
CU00386,65,76585.0,0,LAX
CU00387,69,25000.0,0,MIA
CU00388,61,93318.0,1,NYC
CU00389,45,58429.0,0,BOS
CU00390,60,48354.0,0,MIA
CU00391,67,50233.0,0,CHI
CU00392,51,33332.0,0,BOS
CU00393,19,66458.0,0,BOS
CU00394,69,104657.0,0,BOS
CU00395,41,76560.0,0,BOS
CU00396,33,58642.0,0,MIA
CU00397,21,55065.0,0,NYC
CU00398,46,51755.0,0,LAX
CU00399,39,57297.0,0,LAX
CU00400,28,79455.0,0,NYC
CU00401,67,42662.0,1,CHI
CU00402,37,74508.0,1,CHI
CU00403,59,43167.0,0,MIA
CU00404,68,33127.0,0,MIA
CU00405,63,55849.0,1,MIA
CU00406,44,99804.0,1,LAX
CU00407,49,25000.0,0,CHI
CU00408,31,56140.0,0,NYC
CU00409,27,54681.0,0,MIA
CU00410,30,86454.0,0,CHI
CU00411,19,58859.0,0,LAX
CU00412,40,58996.0,1,LAX
CU00413,18,78611.0,0,BOS
CU00414,21,58414.0,0,BOS
CU00415,20,50170.0,0,MIA
CU00416,46,70074.0,0,LAX
CU00417,32,93094.0,1,CHI
CU00418,19,51829.0,0,CHI
CU00419,21,69711.0,0,BOS
CU00420,42,82888.0,1,BOS
CU00421,63,46858.0,0,BOS
CU00422,40,105317.0,0,MIA
CU00423,40,62287.0,1,MIA
CU00424,45,45260.0,0,LAX
CU00425,55,61214.0,0,BOS
CU00426,28,49208.0,0,BOS
CU00427,42,46567.0,1,MIA
CU00428,59,49702.0,1,BOS
CU00429,64,83459.0,1,MIA
CU00430,22,60148.0,0,MIA
CU00431,25,52864.0,0,MIA
CU00432,63,25361.0,0,NYC
CU00433,67,99341.0,1,MIA
CU00434,66,54787.0,0,BOS
CU00435,31,25000.0,0,MIA
CU00436,26,59196.0,0,BOS
CU00437,34,48913.0,1,MIA
CU00438,46,74699.0,0,BOS
CU00439,58,56845.0,0,NYC
CU00440,51,55477.0,0,CHI
CU00441,47,46562.0,0,LAX
CU00442,30,64910.0,0,LAX
CU00443,67,56737.0,0,MIA
CU00444,21,64288.0,0,BOS
CU00445,51,50626.0,1,CHI
CU00446,55,75952.0,0,LAX
CU00447,39,93556.0,1,MIA
CU00448,35,54484.0,0,LAX
CU00449,68,64395.0,0,BOS
CU00450,59,76497.0,1,LAX
CU00451,20,47141.0,1,NYC
CU00452,51,44374.0,1,CHI
CU00453,52,58083.0,0,CHI
CU00454,48,25000.0,0,CHI
CU00455,41,81477.0,1,CHI
CU00456,46,63961.0,0,LAX
CU00457,52,43250.0,0,LAX
CU00458,39,46220.0,0,CHI
CU00459,41,52448.0,1,NYC
CU00460,47,52445.0,1,NYC
CU00461,22,109365.0,1,MIA
CU00462,55,25000.0,0,MIA
CU00463,50,41432.0,0,CHI
CU00464,59,61880.0,0,NYC
CU00465,28,54703.0,0,MIA
CU00466,58,95145.0,1,MIA
CU00467,66,33209.0,0,LAX
CU00468,35,78473.0,1,MIA
CU00469,26,93028.0,0,NYC
CU00470,40,25000.0,0,CHI
CU00471,56,25000.0,1,BOS
CU00472,65,48527.0,0,BOS
CU00473,31,59073.0,1,LAX
CU00474,28,61390.0,0,NYC
CU00475,66,81377.0,0,MIA
CU00476,58,82857.0,1,MIA
CU00477,67,42406.0,1,NYC
CU00478,44,39027.0,0,NYC
CU00479,62,52761.0,0,LAX
CU00480,37,69708.0,0,BOS
CU00481,50,82419.0,1,NYC
CU00482,40,57046.0,0,MIA
CU00483,40,46149.0,1,MIA
CU00484,42,55023.0,1,BOS
CU00485,54,44036.0,1,CHI
CU00486,19,78434.0,1,CHI
CU00487,35,30178.0,0,CHI
CU00488,62,91915.0,1,LAX
CU00489,60,70161.0,0,NYC
CU00490,48,54031.0,0,BOS
CU00491,55,38096.0,0,LAX
CU00492,33,71235.0,1,LAX
CU00493,55,44398.0,0,MIA
CU00494,53,70601.0,0,LAX
CU00495,18,69528.0,0,BOS
CU00496,24,47566.0,0,NYC
CU00497,54,71869.0,0,LAX
CU00498,63,31316.0,0,NYC
CU00499,34,72759.0,1,NYC
CU00500,40,69998.0,0,CHI
CU00501,65,55734.0,0,BOS
CU00502,43,33414.0,0,CHI
CU00503,37,50167.0,0,CHI
CU00504,52,40803.0,0,LAX
CU00505,27,50962.0,0,BOS
CU00506,39,51299.0,1,NYC
CU00507,40,25000.0,0,CHI
CU00508,55,79590.0,0,CHI
CU00509,22,90638.0,0,CHI
CU00510,24,80099.0,0,NYC
CU00511,25,72609.0,0,LAX
CU00512,22,74827.0,1,LAX
CU00513,55,57322.0,0,LAX
CU00514,62,55950.0,0,CHI
CU00515,20,99411.0,0,CHI
CU00516,51,74922.0,1,LAX
CU00517,59,55310.0,1,CHI
CU00518,29,83433.0,0,CHI
CU00519,41,40133.0,0,BOS
CU00520,62,56981.0,0,BOS
CU00521,46,63974.0,0,LAX
CU00522,21,84266.0,0,BOS
CU00523,54,85799.0,1,CHI
CU00524,52,81418.0,1,NYC
CU00525,68,45290.0,1,LAX
CU00526,48,82558.0,0,BOS
CU00527,43,66264.0,0,LAX
CU00528,39,84394.0,0,NYC
CU00529,50,48784.0,1,MIA
CU00530,30,52979.0,0,MIA
CU00531,44,33132.0,0,NYC
CU00532,18,32098.0,1,MIA
CU00533,34,55036.0,0,MIA
CU00534,22,32754.0,0,CHI
CU00535,53,43381.0,0,NYC
CU00536,67,67321.0,0,CHI
CU00537,63,97318.0,0,BOS
CU00538,60,61903.0,0,MIA
CU00539,57,41681.0,0,NYC
CU00540,47,38875.0,0,CHI
CU00541,36,83000.0,0,NYC
CU00542,19,48162.0,0,BOS
CU00543,50,67516.0,0,MIA
CU00544,44,36901.0,0,LAX
CU00545,56,66769.0,0,NYC
CU00546,19,86956.0,0,BOS
CU00547,27,36505.0,0,MIA
CU00548,42,52281.0,0,BOS
CU00549,56,79071.0,1,NYC
CU00550,28,74853.0,0,BOS
CU00551,26,68539.0,0,NYC
CU00552,34,44796.0,0,CHI
CU00553,21,48310.0,0,MIA
CU00554,21,64774.0,1,LAX
CU00555,50,42452.0,0,NYC
CU00556,41,70721.0,0,LAX
CU00557,20,47208.0,0,CHI
CU00558,36,78301.0,0,MIA
CU00559,25,64828.0,0,CHI
CU00560,57,64307.0,1,LAX
CU00561,25,53334.0,0,CHI
CU00562,33,66732.0,1,MIA
CU00563,41,46628.0,0,MIA
CU00564,26,59249.0,1,NYC
CU00565,32,56473.0,0,BOS
CU00566,24,64202.0,0,BOS
CU00567,42,72982.0,0,CHI
CU00568,56,68856.0,0,LAX
CU00569,50,61453.0,0,CHI
CU00570,26,80987.0,0,CHI
CU00571,51,73891.0,0,MIA
CU00572,62,33460.0,0,LAX
CU00573,34,72140.0,0,BOS
CU00574,26,34643.0,0,NYC
CU00575,25,25000.0,0,CHI
CU00576,25,77823.0,0,LAX
CU00577,38,88833.0,1,MIA
CU00578,34,58421.0,1,LAX
CU00579,36,46327.0,1,MIA
CU00580,60,58085.0,0,NYC
CU00581,26,71950.0,1,NYC
CU00582,33,97987.0,1,NYC
CU00583,55,65749.0,0,MIA
CU00584,63,59774.0,0,MIA
CU00585,45,67760.0,0,LAX
CU00586,43,44292.0,1,CHI
CU00587,43,56027.0,0,LAX
CU00588,48,75364.0,0,MIA
CU00589,56,77759.0,0,CHI
CU00590,40,79743.0,1,BOS
CU00591,47,83763.0,0,LAX
CU00592,60,32837.0,0,BOS
CU00593,22,40386.0,0,MIA
CU00594,49,42748.0,0,LAX
CU00595,54,70739.0,0,CHI
CU00596,59,90134.0,1,LAX
CU00597,26,44254.0,0,CHI
CU00598,35,39237.0,0,BOS
CU00599,61,49979.0,0,LAX
CU00600,51,55866.0,0,NYC
CU00601,61,108316.0,0,MIA
CU00602,69,73306.0,1,NYC
CU00603,65,58474.0,1,CHI
CU00604,60,58548.0,0,MIA
CU00605,27,78882.0,1,LAX
CU00606,19,105563.0,0,CHI
CU00607,60,87667.0,1,BOS
CU00608,19,44546.0,0,CHI
CU00609,40,52326.0,1,LAX
CU00610,41,79180.0,0,BOS
CU00611,54,44295.0,0,MIA
CU00612,42,61441.0,0,BOS
CU00613,31,49624.0,0,LAX
CU00614,29,34321.0,0,CHI
CU00615,66,25000.0,0,MIA
CU00616,37,73499.0,0,BOS
CU00617,50,51516.0,0,NYC
CU00618,32,37914.0,0,LAX
CU00619,46,63378.0,1,MIA
CU00620,55,53304.0,0,CHI
CU00621,62,72284.0,1,LAX
CU00622,21,91536.0,1,BOS
CU00623,32,74845.0,0,CHI
CU00624,54,46806.0,0,NYC
CU00625,65,83602.0,0,CHI
CU00626,51,57249.0,0,LAX
CU00627,59,62951.0,0,MIA
CU00628,63,59603.0,0,LAX
CU00629,45,64527.0,0,LAX
CU00630,61,67458.0,1,LAX
CU00631,47,30468.0,0,BOS
CU00632,33,54091.0,0,CHI
CU00633,69,61927.0,0,NYC
CU00634,32,46041.0,1,LAX
CU00635,42,58103.0,0,MIA
CU00636,67,59315.0,0,MIA
CU00637,19,76258.0,0,NYC
CU00638,56,59865.0,0,CHI
CU00639,42,61963.0,0,CHI
CU00640,41,67822.0,0,MIA
CU00641,69,67144.0,0,MIA
CU00642,37,59421.0,0,NYC
CU00643,63,103264.0,1,LAX
CU00644,67,65884.0,0,MIA
CU00645,19,57889.0,0,BOS
CU00646,21,25000.0,0,MIA
CU00647,22,37983.0,0,LAX
CU00648,59,52318.0,0,CHI
CU00649,35,80346.0,0,BOS
CU00650,44,58855.0,0,MIA
CU00651,48,55704.0,0,MIA
CU00652,53,44249.0,1,NYC
CU00653,23,43891.0,1,MIA
CU00654,56,53046.0,0,NYC
CU00655,20,62245.0,0,NYC
CU00656,37,69017.0,0,LAX
CU00657,19,31529.0,0,CHI
CU00658,28,64635.0,0,MIA
CU00659,31,51158.0,0,NYC
CU00660,48,59285.0,0,LAX
CU00661,29,72379.0,0,NYC
CU00662,48,63514.0,0,CHI
CU00663,40,71333.0,1,BOS
CU00664,63,56561.0,0,LAX
CU00665,64,59961.0,0,LAX
CU00666,18,66304.0,0,MIA
CU00667,21,26467.0,0,NYC
CU00668,40,35807.0,0,MIA
CU00669,28,70521.0,0,NYC
CU00670,39,76419.0,0,MIA
CU00671,40,65718.0,0,MIA
CU00672,59,66055.0,0,BOS
CU00673,46,61082.0,0,NYC
CU00674,68,66222.0,0,BOS
CU00675,18,86339.0,0,CHI
CU00676,68,59542.0,0,MIA
CU00677,37,88913.0,1,MIA
CU00678,26,68969.0,0,CHI
CU00679,64,53223.0,0,LAX
CU00680,29,25000.0,0,MIA
CU00681,32,25000.0,0,BOS
CU00682,54,60633.0,0,LAX
CU00683,27,87212.0,0,NYC
CU00684,42,41953.0,0,BOS
CU00685,69,43257.0,1,MIA
CU00686,28,49629.0,0,MIA
CU00687,25,68622.0,0,MIA
CU00688,24,57797.0,0,NYC
CU00689,49,90418.0,0,CHI
CU00690,66,40599.0,0,MIA
CU00691,44,91685.0,1,BOS
CU00692,55,65824.0,0,NYC
CU00693,61,79573.0,0,BOS
CU00694,27,47483.0,0,NYC
CU00695,49,55400.0,0,LAX
CU00696,69,76310.0,0,MIA
CU00697,35,93553.0,1,NYC
CU00698,43,81471.0,1,LAX
CU00699,35,90225.0,1,BOS
CU00700,19,58856.0,0,MIA
CU00701,42,69966.0,0,BOS
CU00702,23,53842.0,0,LAX
CU00703,45,85089.0,1,LAX
CU00704,38,70518.0,0,LAX
CU00705,62,55741.0,0,MIA
CU00706,23,49836.0,0,NYC
CU00707,43,31497.0,0,CHI
CU00708,63,78219.0,0,MIA
CU00709,58,69655.0,0,CHI
CU00710,35,33226.0,0,LAX
CU00711,51,37954.0,0,BOS
CU00712,63,31602.0,1,MIA
CU00713,34,38527.0,1,BOS
CU00714,69,56733.0,0,NYC
CU00715,66,77925.0,0,NYC
CU00716,41,78097.0,0,LAX
CU00717,68,73137.0,0,CHI
CU00718,64,31395.0,0,BOS
CU00719,65,100253.0,0,LAX
CU00720,42,25000.0,1,LAX
CU00721,50,71830.0,0,BOS
CU00722,23,51141.0,0,NYC
CU00723,42,74759.0,1,MIA
CU00724,40,59906.0,0,LAX
CU00725,30,54308.0,0,MIA
CU00726,20,43668.0,0,CHI
CU00727,55,32443.0,0,MIA
CU00728,66,78681.0,0,NYC
CU00729,55,86725.0,0,NYC
CU00730,24,46503.0,0,NYC
CU00731,50,64025.0,0,CHI
CU00732,23,67229.0,0,BOS
CU00733,26,43988.0,0,MIA
CU00734,50,60937.0,0,LAX
CU00735,19,88679.0,0,NYC
CU00736,39,92139.0,0,BOS
CU00737,33,50658.0,0,LAX
CU00738,57,83062.0,1,CHI
CU00739,57,52551.0,1,LAX
CU00740,60,59818.0,0,BOS
CU00741,51,59911.0,1,CHI
CU00742,33,58284.0,0,NYC
CU00743,68,69128.0,1,MIA
CU00744,27,62560.0,0,CHI
CU00745,35,55951.0,0,LAX
CU00746,62,40340.0,0,NYC
CU00747,44,25000.0,1,NYC
CU00748,36,47975.0,0,MIA
CU00749,30,66178.0,0,CHI
CU00750,63,53393.0,0,BOS
CU00751,33,25000.0,0,MIA
CU00752,62,25000.0,1,CHI
CU00753,56,40299.0,1,LAX
CU00754,29,65472.0,1,BOS
CU00755,57,42474.0,0,BOS
CU00756,22,53884.0,0,LAX
CU00757,64,89124.0,1,NYC
CU00758,52,67454.0,1,BOS
CU00759,19,41891.0,0,NYC
CU00760,54,91808.0,1,LAX
CU00761,41,25090.0,0,BOS
CU00762,56,31346.0,0,BOS
CU00763,55,34397.0,0,NYC
CU00764,31,78721.0,0,NYC
CU00765,32,79199.0,0,BOS
CU00766,33,67692.0,0,MIA
CU00767,67,25000.0,1,LAX
CU00768,29,70391.0,0,LAX
CU00769,29,58722.0,1,BOS
CU00770,45,49768.0,0,CHI
CU00771,64,79114.0,0,BOS
CU00772,28,65450.0,0,LAX
CU00773,51,62341.0,0,CHI
CU00774,42,25000.0,0,MIA
CU00775,28,52159.0,0,BOS
